lexeme,stem,class,regular,last,last2,last3,last4,first,first2,first3,first4
remendar,Remend,ar-ie,0,d,n,e,m,R,e,m,e
remolcar,Remolc,ar-regular,1,c,l,o,m,R,e,m,o
remontar,Remont,ar-regular,1,t,n,o,m,R,e,m,o
remozar,Remoz,ar-regular,1,z,o,m,e,R,e,m,o
remplazar,Remplaz,ar-regular,1,z,a,l,p,R,e,m,p
remunerar,Remuner,ar-regular,1,r,e,n,u,R,e,m,u
renegar,Reneg,ar-ie,0,g,e,n,e,R,e,n,e
renovar,Renob,ar-ue,0,b,o,n,e,R,e,n,o
rentar,Rent,ar-regular,1,t,n,e,R,R,e,n,t
renunciar,Renunzi,ar-regular,1,i,z,n,u,R,e,n,u
reorganizar,Reorganiz,ar-regular,1,z,i,n,a,R,e,o,r
reparar,Repar,ar-regular,1,r,a,p,e,R,e,p,a
repasar,Repas,ar-regular,1,s,a,p,e,R,e,p,a
repatriar,Repatri,ar-regular,1,i,r,t,a,R,e,p,a
repensar,Repens,ar-ie,0,s,n,e,p,R,e,p,e
replantear,Replante,ar-regular,1,e,t,n,a,R,e,p,l
replegar,Repleg,ar-ie,0,g,e,l,p,R,e,p,l
replicar,Replic,ar-regular,1,c,i,l,p,R,e,p,l
repoblar,Repobl,ar-ue,0,l,b,o,p,R,e,p,o
reportar,Report,ar-regular,1,t,r,o,p,R,e,p,o
reposar,Repos,ar-regular,1,s,o,p,e,R,e,p,o
represar,Repres,ar-regular,1,s,e,r,p,R,e,p,r
representar,Represent,ar-regular,1,t,n,e,s,R,e,p,r
reprobar,Reprob,ar-ue,0,b,o,r,p,R,e,p,r
reprochar,ReproC,ar-regular,1,C,o,r,p,R,e,p,r
reptar,Rept,ar-regular,1,t,p,e,R,R,e,p,t
repudiar,Repudi,ar-regular,1,i,d,u,p,R,e,p,u
repugnar,Repugn,ar-regular,1,n,g,u,p,R,e,p,u
repuntar,Repunt,ar-regular,1,t,n,u,p,R,e,p,u
requemar,Recem,ar-regular,1,m,e,c,e,R,e,c,e
requisar,Recis,ar-regular,1,s,i,c,e,R,e,c,i
resacar,Resac,ar-regular,1,c,a,s,e,R,e,s,a
resaltar,Resalt,ar-regular,1,t,l,a,s,R,e,s,a
resbalar,Resbal,ar-regular,1,l,a,b,s,R,e,s,b
rescatar,Rescat,ar-regular,1,t,a,c,s,R,e,s,c
reservar,Reserb,ar-regular,1,b,r,e,s,R,e,s,e
resfriar,Resfri,ar-regular,1,i,r,f,s,R,e,s,f
resguardar,Resguard,ar-regular,1,d,r,a,u,R,e,s,g
residenciar,Residenzi,ar-regular,1,i,z,n,e,R,e,s,i
resignar,Resign,ar-regular,1,n,g,i,s,R,e,s,i
resonar,Reson,ar-ue,0,n,o,s,e,R,e,s,o
respaldar,Respald,ar-regular,1,d,l,a,p,R,e,s,p
respectar,Respect,ar-regular,1,t,c,e,p,R,e,s,p
respetar,Respet,ar-regular,1,t,e,p,s,R,e,s,p
respirar,Respir,ar-regular,1,r,i,p,s,R,e,s,p
responsabilizar,Responsabiliz,ar-regular,1,z,i,l,i,R,e,s,p
restar,Rest,ar-regular,1,t,s,e,R,R,e,s,t
restaurar,Restaur,ar-regular,1,r,u,a,t,R,e,s,t
restregar,Restreg,ar-ie,0,g,e,r,t,R,e,s,t
resucitar,Resuzit,ar-regular,1,t,i,z,u,R,e,s,u
resultar,Result,ar-regular,1,t,l,u,s,R,e,s,u
retar,Ret,ar-regular,1,t,e,R,,R,e,t,
retardar,Retard,ar-regular,1,d,r,a,t,R,e,t,a
retirar,Retir,ar-regular,1,r,i,t,e,R,e,t,i
retocar,Retoc,ar-regular,1,c,o,t,e,R,e,t,o
retomar,Retom,ar-regular,1,m,o,t,e,R,e,t,o
retornar,Retorn,ar-regular,1,n,r,o,t,R,e,t,o
retractar,Retract,ar-regular,1,t,c,a,r,R,e,t,r
retrasar,Retras,ar-regular,1,s,a,r,t,R,e,t,r
retratar,Retrat,ar-regular,1,t,a,r,t,R,e,t,r
revalidar,Rebalid,ar-regular,1,d,i,l,a,R,e,b,a
revalorar,Rebalor,ar-regular,1,r,o,l,a,R,e,b,a
revalorizar,Rebaloriz,ar-regular,1,z,i,r,o,R,e,b,a
revaluar,Rebalu,ar-regular,1,u,l,a,b,R,e,b,a
revelar,Rebel,ar-regular,1,l,e,b,e,R,e,b,e
reventar,Rebent,ar-ie,0,t,n,e,b,R,e,b,e
reverenciar,Reberenzi,ar-regular,1,i,z,n,e,R,e,b,e
revisar,Rebis,ar-regular,1,s,i,b,e,R,e,b,i
revistar,Rebist,ar-regular,1,t,s,i,b,R,e,b,i
revitalizar,Rebitaliz,ar-regular,1,z,i,l,a,R,e,b,i
revocar,Reboc,ar-regular,1,c,o,b,e,R,e,b,o
revolcar,Rebolc,ar-ue,0,c,l,o,b,R,e,b,o
revolear,Rebole,ar-regular,1,e,l,o,b,R,e,b,o
revolucionar,Reboluzion,ar-regular,1,n,o,i,z,R,e,b,o
rezagar,Rezag,ar-regular,1,g,a,z,e,R,e,z,a
rezar,Rez,ar-regular,1,z,e,R,,R,e,z,
ribetear,Ribete,ar-regular,1,e,t,e,b,R,i,b,e
ridiculizar,Ridiculiz,ar-regular,1,z,i,l,u,R,i,d,i
rifar,Rif,ar-regular,1,f,i,R,,R,i,f,
rizar,Riz,ar-regular,1,z,i,R,,R,i,z,
robar,Rob,ar-regular,1,b,o,R,,R,o,b,
roblar,Robl,ar-regular,1,l,b,o,R,R,o,b,l
rociar,Rozi,ar-regular,1,i,z,o,R,R,o,z,i
rodar,Rod,ar-ue,0,d,o,R,,R,o,d,
rodear,Rode,ar-regular,1,e,d,o,R,R,o,d,e
rogar,Rog,ar-ue,0,g,o,R,,R,o,g,
rolar,Rol,ar-regular,1,l,o,R,,R,o,l,
roncar,Ronc,ar-regular,1,c,n,o,R,R,o,n,c
rondar,Rond,ar-regular,1,d,n,o,R,R,o,n,d
rotar,Rot,ar-regular,1,t,o,R,,R,o,t,
rotular,Rotul,ar-regular,1,l,u,t,o,R,o,t,u
roturar,Rotur,ar-regular,1,r,u,t,o,R,o,t,u
rozar,Roz,ar-regular,1,z,o,R,,R,o,z,
rubricar,Rubric,ar-regular,1,c,i,r,b,R,u,b,r
rumbear,Rumbe,ar-regular,1,e,b,m,u,R,u,m,b
saborear,sabore,ar-regular,1,e,r,o,b,s,a,b,o
sabotear,sabote,ar-regular,1,e,t,o,b,s,a,b,o
sacar,sac,ar-regular,1,c,a,s,,s,a,c,
sacramentar,sacrament,ar-regular,1,t,n,e,m,s,a,c,r
sacrificar,sacrific,ar-regular,1,c,i,f,i,s,a,c,r
salar,sal,ar-regular,1,l,a,s,,s,a,l,
saldar,sald,ar-regular,1,d,l,a,s,s,a,l,d
salpicar,salpic,ar-regular,1,c,i,p,l,s,a,l,p
saltar,salt,ar-regular,1,t,l,a,s,s,a,l,t
saltear,salte,ar-regular,1,e,t,l,a,s,a,l,t
saludar,salud,ar-regular,1,d,u,l,a,s,a,l,u
salvaguardar,salbaguard,ar-regular,1,d,r,a,u,s,a,l,b
salvar,salb,ar-regular,1,b,l,a,s,s,a,l,b
sanar,san,ar-regular,1,n,a,s,,s,a,n,
sancionar,sanzion,ar-regular,1,n,o,i,z,s,a,n,z
sanear,sane,ar-regular,1,e,n,a,s,s,a,n,e
sangrar,sangr,ar-regular,1,r,g,n,a,s,a,n,g
santiguar,santigu,ar-regular,1,u,g,i,t,s,a,n,t
saquear,sace,ar-regular,1,e,c,a,s,s,a,c,e
saturar,satur,ar-regular,1,r,u,t,a,s,a,t,u
secar,sec,ar-regular,1,c,e,s,,s,e,c,
secretar,secret,ar-regular,1,t,e,r,c,s,e,c,r
secuenciar,secuenzi,ar-regular,1,i,z,n,e,s,e,c,u
secuestrar,secuestr,ar-regular,1,r,t,s,e,s,e,c,u
secundar,secund,ar-regular,1,d,n,u,c,s,e,c,u
sedimentar,sediment,ar-regular,1,t,n,e,m,s,e,d,i
segar,seg,ar-ie,0,g,e,s,,s,e,g,
segmentar,segment,ar-regular,1,t,n,e,m,s,e,g,m
segregar,segreg,ar-regular,1,g,e,r,g,s,e,g,r
seleccionar,seleczion,ar-regular,1,n,o,i,z,s,e,l,e
sellar,seL,ar-regular,1,L,e,s,,s,e,L,
sembrar,sembr,ar-ie,0,r,b,m,e,s,e,m,b
sensibilizar,sensibiliz,ar-regular,1,z,i,l,i,s,e,n,s
sentar,sent,ar-ie,0,t,n,e,s,s,e,n,t
sentenciar,sentenzi,ar-regular,1,i,z,n,e,s,e,n,t
separar,separ,ar-regular,1,r,a,p,e,s,e,p,a
sepultar,sepult,ar-regular,1,t,l,u,p,s,e,p,u
serenar,seren,ar-regular,1,n,e,r,e,s,e,r,e
seriar,seri,ar-regular,1,i,r,e,s,s,e,r,i
serrar,seR,ar-ie,0,R,e,s,,s,e,R,
sesgar,sesg,ar-regular,1,g,s,e,s,s,e,s,g
signar,sign,ar-regular,1,n,g,i,s,s,i,g,n
significar,signific,ar-regular,1,c,i,f,i,s,i,g,n
silbar,silb,ar-regular,1,b,l,i,s,s,i,l,b
silenciar,silenzi,ar-regular,1,i,z,n,e,s,i,l,e
simbolizar,simboliz,ar-regular,1,z,i,l,o,s,i,m,b
simpatizar,simpatiz,ar-regular,1,z,i,t,a,s,i,m,p
simplificar,simplific,ar-regular,1,c,i,f,i,s,i,m,p
simular,simul,ar-regular,1,l,u,m,i,s,i,m,u
sincronizar,sincroniz,ar-regular,1,z,i,n,o,s,i,n,c
sindicalizar,sindicaliz,ar-regular,1,z,i,l,a,s,i,n,d
sindicar,sindic,ar-regular,1,c,i,d,n,s,i,n,d
sintetizar,sintetiz,ar-regular,1,z,i,t,e,s,i,n,t
sintonizar,sintoniz,ar-regular,1,z,i,n,o,s,i,n,t
sitiar,siti,ar-regular,1,i,t,i,s,s,i,t,i
situar,situ,ar-regular,1,u,t,i,s,s,i,t,u
sobar,sob,ar-regular,1,b,o,s,,s,o,b,
sobornar,soborn,ar-regular,1,n,r,o,b,s,o,b,o
sobrar,sobr,ar-regular,1,r,b,o,s,s,o,b,r
sobrealimentar,sobrealiment,ar-regular,1,t,n,e,m,s,o,b,r
sobrecargar,sobrecarg,ar-regular,1,g,r,a,c,s,o,b,r
sobrellevar,sobreLeb,ar-regular,1,b,e,L,e,s,o,b,r
sobrepasar,sobrepas,ar-regular,1,s,a,p,e,s,o,b,r
sobresaltar,sobresalt,ar-regular,1,t,l,a,s,s,o,b,r
sobrevolar,sobrebol,ar-ue,0,l,o,b,e,s,o,b,r
socavar,socab,ar-regular,1,b,a,c,o,s,o,c,a
socializar,sozializ,ar-regular,1,z,i,l,a,s,o,z,i
sofocar,sofoc,ar-regular,1,c,o,f,o,s,o,f,o
solapar,solap,ar-regular,1,p,a,l,o,s,o,l,a
soldar,sold,ar-ue,0,d,l,o,s,s,o,l,d
solear,sole,ar-regular,1,e,l,o,s,s,o,l,e
solemnizar,solemniz,ar-regular,1,z,i,n,m,s,o,l,e
solfear,solfe,ar-regular,1,e,f,l,o,s,o,l,f
solicitar,solizit,ar-regular,1,t,i,z,i,s,o,l,i
solidificar,solidific,ar-regular,1,c,i,f,i,s,o,l,i
soliviantar,solibiant,ar-regular,1,t,n,a,i,s,o,l,i
soltar,solt,ar-ue,0,t,l,o,s,s,o,l,t
solucionar,soluzion,ar-regular,1,n,o,i,z,s,o,l,u
solventar,solbent,ar-regular,1,t,n,e,b,s,o,l,b
sombrear,sombre,ar-regular,1,e,r,b,m,s,o,m,b
sonar,son,ar-ue,0,n,o,s,,s,o,n,
sondar,sond,ar-regular,1,d,n,o,s,s,o,n,d
sonrojar,sonroj,ar-regular,1,j,o,r,n,s,o,n,r
sopesar,sopes,ar-regular,1,s,e,p,o,s,o,p,e
soplar,sopl,ar-regular,1,l,p,o,s,s,o,p,l
soportar,soport,ar-regular,1,t,r,o,p,s,o,p,o
sortear,sorte,ar-regular,1,e,t,r,o,s,o,r,t
sosegar,soseg,ar-ie,0,g,e,s,o,s,o,s,e
soslayar,soslaL,ar-regular,1,L,a,l,s,s,o,s,l
sospechar,sospeC,ar-regular,1,C,e,p,s,s,o,s,p
suavizar,suabiz,ar-regular,1,z,i,b,a,s,u,a,b
subastar,subast,ar-regular,1,t,s,a,b,s,u,b,a
subestimar,subestim,ar-regular,1,m,i,t,s,s,u,b,e
sublevar,subleb,ar-regular,1,b,e,l,b,s,u,b,l
sublimar,sublim,ar-regular,1,m,i,l,b,s,u,b,l
subordinar,subordin,ar-regular,1,n,i,d,r,s,u,b,o
subrayar,subraL,ar-regular,1,L,a,r,b,s,u,b,r
subsanar,subsan,ar-regular,1,n,a,s,b,s,u,b,s
subvencionar,subbenzion,ar-regular,1,n,o,i,z,s,u,b,b
sudar,sud,ar-regular,1,d,u,s,,s,u,d,
sufragar,sufrag,ar-regular,1,g,a,r,f,s,u,f,r
suicidar,suizid,ar-regular,1,d,i,z,i,s,u,i,z
sujetar,sujet,ar-regular,1,t,e,j,u,s,u,j,e
sulfatar,sulfat,ar-regular,1,t,a,f,l,s,u,l,f
sulfurar,sulfur,ar-regular,1,r,u,f,l,s,u,l,f
sumar,sum,ar-regular,1,m,u,s,,s,u,m,
suministrar,suministr,ar-regular,1,r,t,s,i,s,u,m,i
supeditar,supedit,ar-regular,1,t,i,d,e,s,u,p,e
superar,super,ar-regular,1,r,e,p,u,s,u,p,e
supervisar,superbis,ar-regular,1,s,i,b,r,s,u,p,e
suplicar,suplic,ar-regular,1,c,i,l,p,s,u,p,l
surcar,surc,ar-regular,1,c,r,u,s,s,u,r,c
suscitar,suszit,ar-regular,1,t,i,z,s,s,u,s,z
suspirar,suspir,ar-regular,1,r,i,p,s,s,u,s,p
sustantivar,sustantib,ar-regular,1,b,i,t,n,s,u,s,t
sustentar,sustent,ar-regular,1,t,n,e,t,s,u,s,t
susurrar,susuR,ar-regular,1,R,u,s,u,s,u,s,u
suturar,sutur,ar-regular,1,r,u,t,u,s,u,t,u
tabular,tabul,ar-regular,1,l,u,b,a,t,a,b,u
tacar,tac,ar-regular,1,c,a,t,,t,a,c,
tachar,taC,ar-regular,1,C,a,t,,t,a,C,
taconear,tacone,ar-regular,1,e,n,o,c,t,a,c,o
tajar,taj,ar-regular,1,j,a,t,,t,a,j,
taladrar,taladr,ar-regular,1,r,d,a,l,t,a,l,a
talar,tal,ar-regular,1,l,a,t,,t,a,l,
tallar,taL,ar-regular,1,L,a,t,,t,a,L,
tambalear,tambale,ar-regular,1,e,l,a,b,t,a,m,b
tantear,tante,ar-regular,1,e,t,n,a,t,a,n,t
tapar,tap,ar-regular,1,p,a,t,,t,a,p,
tapizar,tapiz,ar-regular,1,z,i,p,a,t,a,p,i
taponar,tapon,ar-regular,1,n,o,p,a,t,a,p,o
tarar,tar,ar-regular,1,r,a,t,,t,a,r,
tardar,tard,ar-regular,1,d,r,a,t,t,a,r,d
tasar,tas,ar-regular,1,s,a,t,,t,a,s,
techar,teC,ar-regular,1,C,e,t,,t,e,C,
teclear,tecle,ar-regular,1,e,l,c,e,t,e,c,l
tejar,tej,ar-regular,1,j,e,t,,t,e,j,
telefonear,telefone,ar-regular,1,e,n,o,f,t,e,l,e
televisar,telebis,ar-regular,1,s,i,b,e,t,e,l,e
temblar,tembl,ar-ie,0,l,b,m,e,t,e,m,b
templar,templ,ar-regular,1,l,p,m,e,t,e,m,p
temporizar,temporiz,ar-regular,1,z,i,r,o,t,e,m,p
tensar,tens,ar-regular,1,s,n,e,t,t,e,n,s
tensionar,tension,ar-regular,1,n,o,i,s,t,e,n,s
tentar,tent,ar-ie,0,t,n,e,t,t,e,n,t
terciar,terzi,ar-regular,1,i,z,r,e,t,e,r,z
tergiversar,terjibers,ar-regular,1,s,r,e,b,t,e,r,j
terminar,termin,ar-regular,1,n,i,m,r,t,e,r,m
testar,test,ar-regular,1,t,s,e,t,t,e,s,t
testificar,testific,ar-regular,1,c,i,f,i,t,e,s,t
testimoniar,testimoni,ar-regular,1,i,n,o,m,t,e,s,t
tildar,tild,ar-regular,1,d,l,i,t,t,i,l,d
timar,tim,ar-regular,1,m,i,t,,t,i,m,
timbrar,timbr,ar-regular,1,r,b,m,i,t,i,m,b
tintar,tint,ar-regular,1,t,n,i,t,t,i,n,t
tipificar,tipific,ar-regular,1,c,i,f,i,t,i,p,i
tirar,tir,ar-regular,1,r,i,t,,t,i,r,
tiritar,tirit,ar-regular,1,t,i,r,i,t,i,r,i
tirotear,tirote,ar-regular,1,e,t,o,r,t,i,r,o
titular,titul,ar-regular,1,l,u,t,i,t,i,t,u
tocar,toc,ar-regular,1,c,o,t,,t,o,c,
tolerar,toler,ar-regular,1,r,e,l,o,t,o,l,e
tomar,tom,ar-regular,1,m,o,t,,t,o,m,
tontear,tonte,ar-regular,1,e,t,n,o,t,o,n,t
topar,top,ar-regular,1,p,o,t,,t,o,p,
torear,tore,ar-regular,1,e,r,o,t,t,o,r,e
tornar,torn,ar-regular,1,n,r,o,t,t,o,r,n
tornear,torne,ar-regular,1,e,n,r,o,t,o,r,n
torpedear,torpede,ar-regular,1,e,d,e,p,t,o,r,p
torrar,toR,ar-regular,1,R,o,t,,t,o,R,
torturar,tortur,ar-regular,1,r,u,t,r,t,o,r,t
tostar,tost,ar-ue,0,t,s,o,t,t,o,s,t
totalizar,totaliz,ar-regular,1,z,i,l,a,t,o,t,a
trabajar,trabaj,ar-regular,1,j,a,b,a,t,r,a,b
trabar,trab,ar-regular,1,b,a,r,t,t,r,a,b
traficar,trafic,ar-regular,1,c,i,f,a,t,r,a,f
tragar,trag,ar-regular,1,g,a,r,t,t,r,a,g
traicionar,traizion,ar-regular,1,n,o,i,z,t,r,a,i
trajinar,trajin,ar-regular,1,n,i,j,a,t,r,a,j
tramar,tram,ar-regular,1,m,a,r,t,t,r,a,m
tramitar,tramit,ar-regular,1,t,i,m,a,t,r,a,m
trancar,tranc,ar-regular,1,c,n,a,r,t,r,a,n
tranquilizar,tranciliz,ar-regular,1,z,i,l,i,t,r,a,n
transar,trans,ar-regular,1,s,n,a,r,t,r,a,n
transfigurar,transfigur,ar-regular,1,r,u,g,i,t,r,a,n
transformar,transform,ar-regular,1,m,r,o,f,t,r,a,n
transitar,transit,ar-regular,1,t,i,s,n,t,r,a,n
transparentar,transparent,ar-regular,1,t,n,e,r,t,r,a,n
transpirar,transpir,ar-regular,1,r,i,p,s,t,r,a,n
transplantar,transplant,ar-regular,1,t,n,a,l,t,r,a,n
transportar,transport,ar-regular,1,t,r,o,p,t,r,a,n
traquear,trace,ar-regular,1,e,c,a,r,t,r,a,c
traquetear,tracete,ar-regular,1,e,t,e,c,t,r,a,c
trasegar,traseg,ar-ie,0,g,e,s,a,t,r,a,s
trasladar,traslad,ar-regular,1,d,a,l,s,t,r,a,s
trasnochar,trasnoC,ar-regular,1,C,o,n,s,t,r,a,s
traspasar,traspas,ar-regular,1,s,a,p,s,t,r,a,s
trasplantar,trasplant,ar-regular,1,t,n,a,l,t,r,a,s
trastear,traste,ar-regular,1,e,t,s,a,t,r,a,s
trastocar,trastoc,ar-regular,1,c,o,t,s,t,r,a,s
trastornar,trastorn,ar-regular,1,n,r,o,t,t,r,a,s
trasvasar,trasbas,ar-regular,1,s,a,b,s,t,r,a,s
tratar,trat,ar-regular,1,t,a,r,t,t,r,a,t
traumatizar,traumatiz,ar-regular,1,z,i,t,a,t,r,a,u
trazar,traz,ar-regular,1,z,a,r,t,t,r,a,z
trenzar,trenz,ar-regular,1,z,n,e,r,t,r,e,n
tributar,tribut,ar-regular,1,t,u,b,i,t,r,i,b
trillar,triL,ar-regular,1,L,i,r,t,t,r,i,L
trinar,trin,ar-regular,1,n,i,r,t,t,r,i,n
trincar,trinc,ar-regular,1,c,n,i,r,t,r,i,n
trinchar,trinC,ar-regular,1,C,n,i,r,t,r,i,n
triplicar,triplic,ar-regular,1,c,i,l,p,t,r,i,p
tripular,tripul,ar-regular,1,l,u,p,i,t,r,i,p
triturar,tritur,ar-regular,1,r,u,t,i,t,r,i,t
triunfar,triunf,ar-regular,1,f,n,u,i,t,r,i,u
trizar,triz,ar-regular,1,z,i,r,t,t,r,i,z
trocar,troc,ar-ue,0,c,o,r,t,t,r,o,c
trocear,troze,ar-regular,1,e,z,o,r,t,r,o,z
tronar,tron,ar-ue,0,n,o,r,t,t,r,o,n
tropezar,tropez,ar-ie,0,z,e,p,o,t,r,o,p
trotar,trot,ar-regular,1,t,o,r,t,t,r,o,t
trucar,truc,ar-regular,1,c,u,r,t,t,r,u,c
truncar,trunc,ar-regular,1,c,n,u,r,t,r,u,n
tumbar,tumb,ar-regular,1,b,m,u,t,t,u,m,b
tunar,tun,ar-regular,1,n,u,t,,t,u,n,
turbar,turb,ar-regular,1,b,r,u,t,t,u,r,b
turnar,turn,ar-regular,1,n,r,u,t,t,u,r,n
tutear,tute,ar-regular,1,e,t,u,t,t,u,t,e
ubicar,ubic,ar-regular,1,c,i,b,u,u,b,i,c
ultimar,ultim,ar-regular,1,m,i,t,l,u,l,t,i
ultrajar,ultraj,ar-regular,1,j,a,r,t,u,l,t,r
unificar,unific,ar-regular,1,c,i,f,i,u,n,i,f
uniformar,uniform,ar-regular,1,m,r,o,f,u,n,i,f
uniformizar,uniformiz,ar-regular,1,z,i,m,r,u,n,i,f
untar,unt,ar-regular,1,t,n,u,,u,n,t,
urbanizar,urbaniz,ar-regular,1,z,i,n,a,u,r,b,a
utilizar,utiliz,ar-regular,1,z,i,l,i,u,t,i,l
vacar,bac,ar-regular,1,c,a,b,,b,a,c,
vaciar,bazi,ar-regular,1,i,z,a,b,b,a,z,i
vacilar,bazil,ar-regular,1,l,i,z,a,b,a,z,i
vacunar,bacun,ar-regular,1,n,u,c,a,b,a,c,u
vagabundear,bagabunde,ar-regular,1,e,d,n,u,b,a,g,a
vagar,bag,ar-regular,1,g,a,b,,b,a,g,
validar,balid,ar-regular,1,d,i,l,a,b,a,l,i
valorar,balor,ar-regular,1,r,o,l,a,b,a,l,o
valorizar,baloriz,ar-regular,1,z,i,r,o,b,a,l,o
valuar,balu,ar-regular,1,u,l,a,b,b,a,l,u
varar,bar,ar-regular,1,r,a,b,,b,a,r,
variar,bari,ar-regular,1,i,r,a,b,b,a,r,i
vaticinar,batizin,ar-regular,1,n,i,z,i,b,a,t,i
vedar,bed,ar-regular,1,d,e,b,,b,e,d,
vegetar,bejet,ar-regular,1,t,e,j,e,b,e,j,e
vehicular,beicul,ar-regular,1,l,u,c,i,b,e,i,c
velar,bel,ar-regular,1,l,e,b,,b,e,l,
vendar,bend,ar-regular,1,d,n,e,b,b,e,n,d
vendimiar,bendimi,ar-regular,1,i,m,i,d,b,e,n,d
venerar,bener,ar-regular,1,r,e,n,e,b,e,n,e
vengar,beng,ar-regular,1,g,n,e,b,b,e,n,g
ventilar,bentil,ar-regular,1,l,i,t,n,b,e,n,t
veranear,berane,ar-regular,1,e,n,a,r,b,e,r,a
verificar,berific,ar-regular,1,c,i,f,i,b,e,r,i
versar,bers,ar-regular,1,s,r,e,b,b,e,r,s
vetar,bet,ar-regular,1,t,e,b,,b,e,t,
viajar,biaj,ar-regular,1,j,a,i,b,b,i,a,j
vibrar,bibr,ar-regular,1,r,b,i,b,b,i,b,r
viciar,bizi,ar-regular,1,i,z,i,b,b,i,z,i
vigilar,bijil,ar-regular,1,l,i,j,i,b,i,j,i
vigorizar,bigoriz,ar-regular,1,z,i,r,o,b,i,g,o
vincular,bincul,ar-regular,1,l,u,c,n,b,i,n,c
violar,biol,ar-regular,1,l,o,i,b,b,i,o,l
violentar,biolent,ar-regular,1,t,n,e,l,b,i,o,l
virar,bir,ar-regular,1,r,i,b,,b,i,r,
visar,bis,ar-regular,1,s,i,b,,b,i,s,
visitar,bisit,ar-regular,1,t,i,s,i,b,i,s,i
vislumbrar,bislumbr,ar-regular,1,r,b,m,u,b,i,s,l
visualizar,bisualiz,ar-regular,1,z,i,l,a,b,i,s,u
vitorear,bitore,ar-regular,1,e,r,o,t,b,i,t,o
vociferar,bozifer,ar-regular,1,r,e,f,i,b,o,z,i
volar,bol,ar-ue,0,l,o,b,,b,o,l,
volcar,bolc,ar-ue,0,c,l,o,b,b,o,l,c
volear,bole,ar-regular,1,e,l,o,b,b,o,l,e
voltear,bolte,ar-regular,1,e,t,l,o,b,o,l,t
vomitar,bomit,ar-regular,1,t,i,m,o,b,o,m,i
votar,bot,ar-regular,1,t,o,b,,b,o,t,
vulnerar,bulner,ar-regular,1,r,e,n,l,b,u,l,n
yermar,Lerm,ar-regular,1,m,r,e,L,L,e,r,m
zampar,zamp,ar-regular,1,p,m,a,z,z,a,m,p
zanjar,zanj,ar-regular,1,j,n,a,z,z,a,n,j
zapatear,zapate,ar-regular,1,e,t,a,p,z,a,p,a
zarpar,zarp,ar-regular,1,p,r,a,z,z,a,r,p
zozobrar,zozobr,ar-regular,1,r,b,o,z,z,o,z,o
abastecer,abastez,er-z-zc,0,z,e,t,s,a,b,a,s
aborrecer,aboRez,er-z-zc,0,z,e,R,o,a,b,o,R
abrir,abr,ir-ie,0,r,b,a,,a,b,r,
absolver,absolb,er-ue,0,b,l,o,s,a,b,s,o
absorber,absorb,er-regular,1,b,r,o,s,a,b,s,o
aburrir,abuR,ir-regular,1,R,u,b,a,a,b,u,R
acaecer,acaez,er-z-zc,0,z,e,a,c,a,c,a,e
acceder,aczed,er-regular,1,d,e,z,c,a,c,z,e
acoger,acoj,er-regular,1,j,o,c,a,a,c,o,j
acometer,acomet,er-regular,1,t,e,m,o,a,c,o,m
acontecer,acontez,er-z-zc,0,z,e,t,n,a,c,o,n
acudir,acud,ir-regular,1,d,u,c,a,a,c,u,d
adherir,ader,ir-ie,0,r,e,d,a,a,d,e,r
admitir,admit,ir-regular,1,t,i,m,d,a,d,m,i
adolecer,adolez,er-z-zc,0,z,e,l,o,a,d,o,l
adormecer,adormez,er-z-zc,0,z,e,m,r,a,d,o,r
adquirir,adcir,ir-ie,0,r,i,c,d,a,d,c,i
adscribir,adscrib,ir-db-t,0,b,i,r,c,a,d,s,c
aducir,aduz,ir-z-zc,0,z,u,d,a,a,d,u,z
advertir,adbert,ir-ie,0,t,r,e,b,a,d,b,e
afligir,aflij,ir-regular,1,j,i,l,f,a,f,l,i
afluir,aflu,ir-L,0,u,l,f,a,a,f,l,u
agradecer,agradez,er-z-zc,0,z,e,d,a,a,g,r,a
agredir,agred,ir-regular,1,d,e,r,g,a,g,r,e
aguerrir,ageR,ir-regular,1,R,e,g,a,a,g,e,R
aludir,alud,ir-regular,1,d,u,l,a,a,l,u,d
amanecer,amanez,er-z-zc,0,z,e,n,a,a,m,a,n
anochecer,anoCez,er-z-zc,0,z,e,C,o,a,n,o,C
anteceder,antezed,er-regular,1,d,e,z,e,a,n,t,e
anteponer,antepon,er-g,0,n,o,p,e,a,n,t,e
aparecer,aparez,er-z-zc,0,z,e,r,a,a,p,a,r
apercibir,aperzib,ir-regular,1,b,i,z,r,a,p,e,r
apetecer,apetez,er-z-zc,0,z,e,t,e,a,p,e,t
aplaudir,aplaud,ir-regular,1,d,u,a,l,a,p,l,a
aprehender,apreend,er-regular,1,d,n,e,e,a,p,r,e
aprender,aprend,er-regular,1,d,n,e,r,a,p,r,e
arder,ard,er-regular,1,d,r,a,,a,r,d,
arremeter,aRemet,er-regular,1,t,e,m,e,a,R,e,m
ascender,aszend,er-ie,0,d,n,e,z,a,s,z,e
asentir,asent,ir-ie,0,t,n,e,s,a,s,e,n
asistir,asist,ir-regular,1,t,s,i,s,a,s,i,s
asumir,asum,ir-regular,1,m,u,s,a,a,s,u,m
atardecer,atardez,er-z-zc,0,z,e,d,r,a,t,a,r
atender,atend,er-ie,0,d,n,e,t,a,t,e,n
atraer,atra,er-g,0,a,r,t,a,a,t,r,a
